"icd","vocabulary_id","ICD_string","phecode","phecode_string","category_num","category"
"A66.4","ICD10","Gummata and ulcers of yaws","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"A50.9","ICD10","Congenital syphilis, unspecified","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"A52.2","ICD10","Asymptomatic neurosyphilis","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"A51","ICD10","Early syphilis","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"A66.5","ICD10","Gangosa","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"A52.3","ICD10","Neurosyphilis, unspecified","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"A66.6","ICD10","Bone and joint lesions of yaws","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"N74.2","ICD10","Female syphilitic pelvic inflammatory disease","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"A51.0","ICD10","Primary genital syphilis","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"N29.0","ICD10","Late syphilis of kidney","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"A52.7","ICD10","Other symptomatic late syphilis","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"A66.7","ICD10","Other manifestations of yaws","ID_019.1","Treponema pallidum [syphilis]","01","Infections"
"A67","ICD10","Pinta [carate]","ID_019.2","Treponema carateum","01","Infections"
"A67.0","ICD10","Primary lesions of pinta","ID_019.2","Treponema carateum","01","Infections"
"A67.1","ICD10","Intermediate lesions of pinta","ID_019.2","Treponema carateum","01","Infections"
"A67.2","ICD10","Late lesions of pinta","ID_019.2","Treponema carateum","01","Infections"
"A67.3","ICD10","Mixed lesions of pinta","ID_019.2","Treponema carateum","01","Infections"
"A67.9","ICD10","Pinta, unspecified","ID_019.2","Treponema carateum","01","Infections"
"A68","ICD10","Relapsing fevers","ID_020","Borrelia","01","Infections"
"A68.0","ICD10","Louse-borne relapsing fever","ID_020","Borrelia","01","Infections"
"A68.1","ICD10","Tick-borne relapsing fever","ID_020","Borrelia","01","Infections"
"A68.9","ICD10","Relapsing fever, unspecified","ID_020","Borrelia","01","Infections"
"M01.2","ICD10","Arthritis in Lyme disease","ID_020.1","Lyme disease","01","Infections"
"A69.2","ICD10","Lyme disease","ID_020.1","Lyme disease","01","Infections"
"A75.3","ICD10","Typhus fever due to Rickettsia tsutsugamushi","ID_021","Rickettsia","01","Infections"
"A75.9","ICD10","Typhus fever, unspecified","ID_021","Rickettsia","01","Infections"
"A77.8","ICD10","Other spotted fevers","ID_021","Rickettsia","01","Infections"
"A77.9","ICD10","Spotted fever, unspecified","ID_021","Rickettsia","01","Infections"
"A79","ICD10","Other rickettsioses","ID_021","Rickettsia","01","Infections"
"A75","ICD10","Typhus fever","ID_021","Rickettsia","01","Infections"
"A79.1","ICD10","Rickettsialpox due to Rickettsia akari","ID_021","Rickettsia","01","Infections"
"A75.0","ICD10","Epidemic louse-borne typhus fever due to Rickettsia prowazekii","ID_021","Rickettsia","01","Infections"
"A79.8","ICD10","Other specified rickettsioses","ID_021","Rickettsia","01","Infections"
"A75.1","ICD10","Recrudescent typhus [Brill disease]","ID_021","Rickettsia","01","Infections"
"A79.9","ICD10","Rickettsiosis, unspecified","ID_021","Rickettsia","01","Infections"
"A75.2","ICD10","Typhus fever due to Rickettsia typhi","ID_021","Rickettsia","01","Infections"
"A77","ICD10","Spotted fever [tick-borne rickettsioses]","ID_021.2","Spotted fever","01","Infections"
"A77.0","ICD10","Spotted fever due to Rickettsia rickettsii","ID_021.2","Spotted fever","01","Infections"
"A77.1","ICD10","Spotted fever due to Rickettsia conorii","ID_021.2","Spotted fever","01","Infections"
"A77.2","ICD10","Spotted fever due to Rickettsia sibirica","ID_021.2","Spotted fever","01","Infections"
"A77.3","ICD10","Spotted fever due to Rickettsia australis","ID_021.2","Spotted fever","01","Infections"
"A00","ICD10","Cholera","ID_023","Vibrio","01","Infections"
"A00.0","ICD10","Cholera due to Vibrio cholerae 01, biovar cholerae","ID_023","Vibrio","01","Infections"
"A00.1","ICD10","Cholera due to Vibrio cholerae 01, biovar eltor","ID_023","Vibrio","01","Infections"
"A05.3","ICD10","Foodborne Vibrio parahaemolyticus intoxication","ID_023","Vibrio","01","Infections"
"A00.9","ICD10","Cholera, unspecified","ID_023","Vibrio","01","Infections"
"B98.1","ICD10","Vibrio vulnificus as the cause of diseases classified to other chapters","ID_023","Vibrio","01","Infections"
"A37.8","ICD10","Whooping cough due to other Bordetella species","ID_024","Pertussis","01","Infections"
"A37.9","ICD10","Whooping cough, unspecified","ID_024","Pertussis","01","Infections"
"A37","ICD10","Whooping cough","ID_024","Pertussis","01","Infections"
"A37.0","ICD10","Whooping cough due to Bordetella pertussis","ID_024","Pertussis","01","Infections"
"A37.1","ICD10","Whooping cough due to Bordetella parapertussis","ID_024","Pertussis","01","Infections"
"B95.2","ICD10","Streptococcus group D and enterococcus as the cause of diseases classified to other chapters","ID_025","Enterococcus","01","Infections"
"A42","ICD10","Actinomycosis","ID_026","Actinomyces and Nocardia","01","Infections"
"A42.0","ICD10","Pulmonary actinomycosis","ID_026","Actinomyces and Nocardia","01","Infections"
"B47","ICD10","Mycetoma","ID_026","Actinomyces and Nocardia","01","Infections"
"A42.1","ICD10","Abdominal actinomycosis","ID_026","Actinomyces and Nocardia","01","Infections"
"A42.2","ICD10","Cervicofacial actinomycosis","ID_026","Actinomyces and Nocardia","01","Infections"
"B47.1","ICD10","Actinomycetoma","ID_026","Actinomyces and Nocardia","01","Infections"
"B47.9","ICD10","Mycetoma, unspecified","ID_026","Actinomyces and Nocardia","01","Infections"
"A42.7","ICD10","Actinomycotic sepsis","ID_026","Actinomyces and Nocardia","01","Infections"
"A42.8","ICD10","Other forms of actinomycosis","ID_026","Actinomyces and Nocardia","01","Infections"
"A42.9","ICD10","Actinomycosis, unspecified","ID_026","Actinomyces and Nocardia","01","Infections"
"A43","ICD10","Nocardiosis","ID_026","Actinomyces and Nocardia","01","Infections"
"A43.0","ICD10","Pulmonary nocardiosis","ID_026","Actinomyces and Nocardia","01","Infections"
"A43.1","ICD10","Cutaneous nocardiosis","ID_026","Actinomyces and Nocardia","01","Infections"
"A43.8","ICD10","Other forms of nocardiosis","ID_026","Actinomyces and Nocardia","01","Infections"
"A43.9","ICD10","Nocardiosis, unspecified","ID_026","Actinomyces and Nocardia","01","Infections"
"A03.8","ICD10","Other shigellosis","ID_027","Shigella","01","Infections"
"A03.9","ICD10","Shigellosis, unspecified","ID_027","Shigella","01","Infections"
"A03","ICD10","Shigellosis","ID_027","Shigella","01","Infections"
"A03.0","ICD10","Shigellosis due to Shigella dysenteriae","ID_027","Shigella","01","Infections"
"A03.1","ICD10","Shigellosis due to Shigella flexneri","ID_027","Shigella","01","Infections"
"A03.2","ICD10","Shigellosis due to Shigella boydii","ID_027","Shigella","01","Infections"
"A03.3","ICD10","Shigellosis due to Shigella sonnei","ID_027","Shigella","01","Infections"
"A22","ICD10","Anthrax","ID_028","Bacillus","01","Infections"
"A22.0","ICD10","Cutaneous anthrax","ID_028","Bacillus","01","Infections"
"A22.1","ICD10","Pulmonary anthrax","ID_028","Bacillus","01","Infections"
"A22.2","ICD10","Gastrointestinal anthrax","ID_028","Bacillus","01","Infections"
"A22.7","ICD10","Anthrax sepsis","ID_028","Bacillus","01","Infections"
"A22.8","ICD10","Other forms of anthrax","ID_028","Bacillus","01","Infections"
"A22.9","ICD10","Anthrax, unspecified","ID_028","Bacillus","01","Infections"
"A05.4","ICD10","Foodborne Bacillus cereus intoxication","ID_028","Bacillus","01","Infections"
"A27","ICD10","Leptospirosis","ID_029","Leptospira","01","Infections"
"A27.0","ICD10","Leptospirosis icterohemorrhagica","ID_029","Leptospira","01","Infections"
"A27.8","ICD10","Other forms of leptospirosis","ID_029","Leptospira","01","Infections"
"A27.9","ICD10","Leptospirosis, unspecified","ID_029","Leptospira","01","Infections"
"A04.5","ICD10","Campylobacter enteritis","ID_030","Campylobacter","01","Infections"
"A32","ICD10","Listeriosis","ID_031","Listeria","01","Infections"
"A32.0","ICD10","Cutaneous listeriosis","ID_031","Listeria","01","Infections"
"A32.1","ICD10","Listerial meningitis and meningoencephalitis","ID_031","Listeria","01","Infections"
"A32.7","ICD10","Listerial sepsis","ID_031","Listeria","01","Infections"
"A32.8","ICD10","Other forms of listeriosis","ID_031","Listeria","01","Infections"
"A32.9","ICD10","Listeriosis, unspecified","ID_031","Listeria","01","Infections"
"A20.1","ICD10","Cellulocutaneous plague","ID_032","Yersinia","01","Infections"
"A20.2","ICD10","Pneumonic plague","ID_032","Yersinia","01","Infections"
"A20.3","ICD10","Plague meningitis","ID_032","Yersinia","01","Infections"
"A20.7","ICD10","Septicemic plague","ID_032","Yersinia","01","Infections"
"A20.8","ICD10","Other forms of plague","ID_032","Yersinia","01","Infections"
"A28.2","ICD10","Extraintestinal yersiniosis","ID_032","Yersinia","01","Infections"
"A20.9","ICD10","Plague, unspecified","ID_032","Yersinia","01","Infections"
"A04.6","ICD10","Enteritis due to Yersinia enterocolitica","ID_032","Yersinia","01","Infections"
"A20","ICD10","Plague","ID_032","Yersinia","01","Infections"
"A20.0","ICD10","Bubonic plague","ID_032","Yersinia","01","Infections"
"A21.8","ICD10","Other forms of tularemia","ID_033","Francisella","01","Infections"
"A21.9","ICD10","Tularemia, unspecified","ID_033","Francisella","01","Infections"
"A21","ICD10","Tularemia","ID_033","Francisella","01","Infections"
"A21.0","ICD10","Ulceroglandular tularemia","ID_033","Francisella","01","Infections"
"A21.1","ICD10","Oculoglandular tularemia","ID_033","Francisella","01","Infections"
"A21.2","ICD10","Pulmonary tularemia","ID_033","Francisella","01","Infections"
"A21.3","ICD10","Gastrointestinal tularemia","ID_033","Francisella","01","Infections"
"A21.7","ICD10","Generalized tularemia","ID_033","Francisella","01","Infections"
"A23.9","ICD10","Brucellosis, unspecified","ID_034","Brucella","01","Infections"
"M49.1","ICD10","Brucella spondylitis","ID_034","Brucella","01","Infections"
"A23","ICD10","Brucellosis","ID_034","Brucella","01","Infections"
"A23.0","ICD10","Brucellosis due to Brucella melitensis","ID_034","Brucella","01","Infections"
"A23.1","ICD10","Brucellosis due to Brucella abortus","ID_034","Brucella","01","Infections"
"A23.2","ICD10","Brucellosis due to Brucella suis","ID_034","Brucella","01","Infections"
"A23.3","ICD10","Brucellosis due to Brucella canis","ID_034","Brucella","01","Infections"
"A23.8","ICD10","Other brucellosis","ID_034","Brucella","01","Infections"
"A24","ICD10","Glanders and melioidosis","ID_035","Burkholderia","01","Infections"
"A24.0","ICD10","Glanders","ID_035","Burkholderia","01","Infections"
"A24.1","ICD10","Acute and fulminating melioidosis","ID_035","Burkholderia","01","Infections"
"A24.2","ICD10","Subacute and chronic melioidosis","ID_035","Burkholderia","01","Infections"
"A24.3","ICD10","Other melioidosis","ID_035","Burkholderia","01","Infections"
"A24.4","ICD10","Melioidosis, unspecified","ID_035","Burkholderia","01","Infections"
"A25.0","ICD10","Spirillosis","ID_036","Spirillum","01","Infections"
"A25.1","ICD10","Streptobacillosis","ID_037","Streptobacillus","01","Infections"
"A26","ICD10","Erysipeloid","ID_038","Erysipelothrix","01","Infections"
"A26.0","ICD10","Cutaneous erysipeloid","ID_038","Erysipelothrix","01","Infections"
"A26.7","ICD10","Erysipelothrix sepsis","ID_038","Erysipelothrix","01","Infections"
"A26.8","ICD10","Other forms of erysipeloid","ID_038","Erysipelothrix","01","Infections"
"A26.9","ICD10","Erysipeloid, unspecified","ID_038","Erysipelothrix","01","Infections"
"A28.0","ICD10","Pasteurellosis","ID_039","Pasteurella","01","Infections"
"A48.1","ICD10","Legionnaires disease","ID_040","Legionella","01","Infections"
"A48.2","ICD10","Nonpneumonic Legionnaires disease [Pontiac fever]","ID_040","Legionella","01","Infections"
"A78","ICD10","Q fever","ID_041","Coxiella","01","Infections"
"B97.1","ICD10","Enterovirus as the cause of diseases classified to other chapters","ID_050","Enterovirus","01","Infections"
"B34.1","ICD10","Enterovirus infection, unspecified site","ID_050","Enterovirus","01","Infections"
"A85.0","ICD10","Enteroviral encephalitis","ID_050","Enterovirus","01","Infections"
"B30.3","ICD10","Acute epidemic hemorrhagic conjunctivitis (enteroviral)","ID_050","Enterovirus","01","Infections"
"A88.0","ICD10","Enteroviral exanthematous fever [Boston exanthem]","ID_050","Enterovirus","01","Infections"
"A87.0","ICD10","Enteroviral meningitis","ID_050","Enterovirus","01","Infections"
"A80.1","ICD10","Acute paralytic poliomyelitis, wild virus, imported","ID_050.1","Poliovirus","01","Infections"
"A80.2","ICD10","Acute paralytic poliomyelitis, wild virus, indigenous","ID_050.1","Poliovirus","01","Infections"
"A80.3","ICD10","Acute paralytic poliomyelitis, other and unspecified","ID_050.1","Poliovirus","01","Infections"
"A80.4","ICD10","Acute nonparalytic poliomyelitis","ID_050.1","Poliovirus","01","Infections"
"A80.9","ICD10","Acute poliomyelitis, unspecified","ID_050.1","Poliovirus","01","Infections"
"B91","ICD10","Sequelae of poliomyelitis","ID_050.1","Poliovirus","01","Infections"
"M89.6","ICD10","Osteopathy after poliomyelitis","ID_050.1","Poliovirus","01","Infections"
"G14","ICD10","Postpolio syndrome","ID_050.1","Poliovirus","01","Infections"
"A80","ICD10","Acute poliomyelitis","ID_050.1","Poliovirus","01","Infections"
"J20.3","ICD10","Acute bronchitis due to coxsackievirus","ID_050.2","Coxsackie virus","01","Infections"
"J20.7","ICD10","Acute bronchitis due to echovirus","ID_050.3","ECHO virus","01","Infections"
"B08.4","ICD10","Enteroviral vesicular stomatitis with exanthem","ID_050.4","Hand, foot, and mouth disease","01","Infections"
"B08.5","ICD10","Enteroviral vesicular pharyngitis","ID_050.5","Enteroviral vesicular pharyngitis","01","Infections"
"J20.6","ICD10","Acute bronchitis due to rhinovirus","ID_050.6","Rhinovirus","01","Infections"
"H19.1","ICD10","Herpesviral keratitis and keratoconjunctivitis","ID_052","Herpesvirus","01","Infections"
"O26.4","ICD10","Herpes gestationis","ID_052","Herpesvirus","01","Infections"
"B08.2","ICD10","Exanthema subitum [sixth disease]","ID_052","Herpesvirus","01","Infections"
"A60.9","ICD10","Anogenital herpesviral infection, unspecified","ID_052.1","Herpes simplex","01","Infections"
"P35.2","ICD10","Congenital herpesviral [herpes simplex] infection","ID_052.1","Herpes simplex","01","Infections"
"B00","ICD10","Herpesviral [herpes simplex] infections","ID_052.1","Herpes simplex","01","Infections"
"B00.0","ICD10","Eczema herpeticum","ID_052.1","Herpes simplex","01","Infections"
"B00.1","ICD10","Herpesviral vesicular dermatitis","ID_052.1","Herpes simplex","01","Infections"
"B00.2","ICD10","Herpesviral gingivostomatitis and pharyngotonsillitis","ID_052.1","Herpes simplex","01","Infections"
"B00.3","ICD10","Herpesviral meningitis","ID_052.1","Herpes simplex","01","Infections"
"B00.4","ICD10","Herpesviral encephalitis","ID_052.1","Herpes simplex","01","Infections"
"B00.5","ICD10","Herpesviral ocular disease","ID_052.1","Herpes simplex","01","Infections"
"B00.7","ICD10","Disseminated herpesviral disease","ID_052.1","Herpes simplex","01","Infections"
"A60","ICD10","Anogenital herpesviral [herpes simplex] infection","ID_052.1","Herpes simplex","01","Infections"
"B00.8","ICD10","Other forms of herpesviral infection","ID_052.1","Herpes simplex","01","Infections"
"A60.0","ICD10","Herpesviral infection of genitalia and urogenital tract","ID_052.1","Herpes simplex","01","Infections"
"B00.9","ICD10","Herpesviral infection, unspecified","ID_052.1","Herpes simplex","01","Infections"
